"","source","term_id","term_name","intersection_size","term_size","p_value"
"1","GO:BP","GO:0019538","protein metabolic process",2009,4813,7.70655423636727e-83
"2","GO:BP","GO:0080090","regulation of primary metabolic process",2214,5486,2.70309536310561e-77
"3","GO:BP","GO:0019219","regulation of nucleobase-containing compound metabolic process",1632,4002,5.68902641040216e-55
"4","GO:BP","GO:0048522","positive regulation of cellular process",2248,5886,2.77226318870086e-53
"5","GO:BP","GO:0006996","organelle organization",1474,3570,2.00811783463524e-52
"6","GO:BP","GO:0065007","biological regulation",4309,12671,2.45494315561295e-51
"7","GO:BP","GO:0043412","macromolecule modification",1317,3129,2.58215637934709e-51
"8","GO:BP","GO:0048518","positive regulation of biological process",2348,6235,8.01610737537656e-51
"9","GO:BP","GO:0051252","regulation of RNA metabolic process",1514,3709,9.93930739296533e-51
"10","GO:BP","GO:0006351","DNA-templated transcription",1460,3559,4.62925851399404e-50
"11","GO:BP","GO:0050789","regulation of biological process",4178,12278,4.75520253903525e-48
"12","GO:BP","GO:0036211","protein modification process",1235,2947,1.67292786368569e-46
"13","GO:BP","GO:0006355","regulation of DNA-templated transcription",1402,3435,3.25966135623224e-46
"14","GO:BP","GO:2001141","regulation of RNA biosynthetic process",1408,3454,4.01987159422813e-46
"15","GO:BP","GO:0007275","multicellular organism development",1810,4658,1.17018083284578e-45
"16","GO:BP","GO:0048731","system development",1584,3985,2.94794173340703e-45
"17","GO:BP","GO:0050794","regulation of cellular process",4042,11876,1.47128310507896e-44
"18","GO:BP","GO:0009056","catabolic process",1080,2562,3.30340946927635e-41
"19","GO:BP","GO:0007399","nervous system development",1072,2541,4.62448205397149e-41
"20","GO:BP","GO:0048856","anatomical structure development",2192,5924,1.24613162646707e-39
"21","GO:BP","GO:0032502","developmental process",2359,6478,7.62912820281057e-38
"22","GO:BP","GO:0051128","regulation of cellular component organization",1009,2398,9.77841431337385e-38
"23","GO:BP","GO:0006793","phosphorus metabolic process",1062,2553,1.80139636135486e-37
"24","GO:BP","GO:0006796","phosphate-containing compound metabolic process",1061,2550,1.80139636135486e-37
"25","GO:BP","GO:0023051","regulation of signaling",1367,3446,2.83755030943658e-37
"26","GO:BP","GO:0006810","transport",1665,4341,3.4387842172211e-37
"27","GO:BP","GO:0019222","regulation of metabolic process",2543,7076,4.12852430167302e-37
"28","GO:BP","GO:0010646","regulation of cell communication",1367,3453,8.59503184158237e-37
"29","GO:BP","GO:0051179","localization",2045,5521,2.1014768460638e-36
"30","GO:BP","GO:0035556","intracellular signal transduction",1190,2946,1.03202580857883e-35
"31","GO:BP","GO:0046907","intracellular transport",631,1371,1.5704492463124e-35
"32","GO:BP","GO:0009966","regulation of signal transduction",1214,3020,1.91478017616981e-35
"33","GO:BP","GO:0006366","transcription by RNA polymerase II",1101,2698,7.73254489598293e-35
"34","GO:BP","GO:0044281","small molecule metabolic process",783,1795,1.10645000142431e-34
"35","GO:BP","GO:1901135","carbohydrate derivative metabolic process",483,992,5.18833947226649e-34
"36","GO:BP","GO:0009893","positive regulation of metabolic process",1417,3648,1.46231700498888e-33
"37","GO:BP","GO:0048583","regulation of response to stimulus",1519,3958,2.34610107411924e-33
"38","GO:BP","GO:0006357","regulation of transcription by RNA polymerase II",1051,2572,2.47465882209622e-33
"39","GO:BP","GO:0051641","cellular localization",1408,3625,2.55408140532963e-33
"40","GO:BP","GO:0033036","macromolecule localization",1265,3211,1.84475176515614e-32
"41","GO:BP","GO:0051649","establishment of localization in cell",836,1976,1.22593637296867e-31
"42","GO:BP","GO:0060255","regulation of macromolecule metabolic process",2339,6535,2.12751511532938e-31
"43","GO:BP","GO:0070727","cellular macromolecule localization",1101,2749,6.79827565229408e-31
"44","GO:BP","GO:0008104","protein localization",1097,2738,7.53867071212066e-31
"45","GO:BP","GO:0010604","positive regulation of macromolecule metabolic process",1303,3349,9.78485205489827e-31
"46","GO:BP","GO:1901137","carbohydrate derivative biosynthetic process",323,610,1.33685876756677e-30
"47","GO:BP","GO:0033554","cellular response to stress",764,1786,1.74230061748908e-30
"48","GO:BP","GO:0071705","nitrogen compound transport",805,1909,8.20450654790551e-30
"49","GO:BP","GO:0015031","protein transport",629,1428,9.31530699299684e-29
"50","GO:BP","GO:0006091","generation of precursor metabolites and energy",276,509,3.41508326219753e-28
"51","GO:BP","GO:0009057","macromolecule catabolic process",597,1348,6.11312328377146e-28
"52","GO:BP","GO:0045333","cellular respiration",159,244,1.38545657438924e-27
"53","GO:BP","GO:0051246","regulation of protein metabolic process",819,1975,1.4720244354452e-27
"54","GO:BP","GO:0019637","organophosphate metabolic process",488,1063,9.29790304889513e-27
"55","GO:BP","GO:0048523","negative regulation of cellular process",2027,5646,1.74146507169532e-26
"56","GO:BP","GO:0051234","establishment of localization",1778,4869,1.9263684991106e-26
"57","GO:BP","GO:0048519","negative regulation of biological process",2096,5865,2.05876329281857e-26
"58","GO:BP","GO:0009653","anatomical structure morphogenesis",1060,2692,2.46954627974285e-26
"59","GO:BP","GO:0006412","translation",356,721,3.43732208935594e-26
"60","GO:BP","GO:0009060","aerobic respiration",134,197,6.23039462302884e-26
"61","GO:BP","GO:0055086","nucleobase-containing small molecule metabolic process",337,677,1.54894948830277e-25
"62","GO:BP","GO:0006753","nucleoside phosphate metabolic process",323,642,1.8495621999066e-25
"63","GO:BP","GO:0045935","positive regulation of nucleobase-containing compound metabolic process",831,2038,2.79665011049054e-25
"64","GO:BP","GO:1902531","regulation of intracellular signal transduction",792,1935,1.54470070358694e-24
"65","GO:BP","GO:0006886","intracellular protein transport",335,685,1.15358011845012e-23
"66","GO:BP","GO:0015980","energy derivation by oxidation of organic compounds",194,338,1.39498302371088e-23
"67","GO:BP","GO:0030030","cell projection organization",675,1615,2.2949834352803e-23
"68","GO:BP","GO:0120036","plasma membrane bounded cell projection organization",658,1572,6.37589812431371e-23
"69","GO:BP","GO:0022008","neurogenesis",719,1746,6.60771988600286e-23
"70","GO:BP","GO:0072521","purine-containing compound metabolic process",286,567,1.14542419201921e-22
"71","GO:BP","GO:0044238","primary metabolic process",4064,12419,2.00645313473317e-22
"72","GO:BP","GO:0009199","ribonucleoside triphosphate metabolic process",155,255,3.10816485622876e-22
"73","GO:BP","GO:0009141","nucleoside triphosphate metabolic process",162,271,3.60087634844879e-22
"74","GO:BP","GO:0007005","mitochondrion organization",228,427,4.90585987905286e-22
"75","GO:BP","GO:0048585","negative regulation of response to stimulus",686,1663,5.22651327939742e-22
"76","GO:BP","GO:0051254","positive regulation of RNA metabolic process",749,1844,5.25734337996684e-22
"77","GO:BP","GO:0045934","negative regulation of nucleobase-containing compound metabolic process",655,1579,1.18549123019737e-21
"78","GO:BP","GO:0009894","regulation of catabolic process",458,1030,1.4959886952414e-21
"79","GO:BP","GO:0065008","regulation of biological quality",1087,2847,1.64899333106678e-21
"80","GO:BP","GO:0009968","negative regulation of signal transduction",555,1300,2.22155820840619e-21
"81","GO:BP","GO:0030163","protein catabolic process",436,973,2.92974015238589e-21
"82","GO:BP","GO:0051716","cellular response to stimulus",2514,7320,5.01862846934168e-21
"83","GO:BP","GO:0023057","negative regulation of signaling",591,1407,7.12052506947481e-21
"84","GO:BP","GO:0009889","regulation of biosynthetic process",2036,5795,7.34202022015174e-21
"85","GO:BP","GO:0050793","regulation of developmental process",951,2453,8.37548223441021e-21
"86","GO:BP","GO:0009205","purine ribonucleoside triphosphate metabolic process",149,248,1.06560530483447e-20
"87","GO:BP","GO:0010648","negative regulation of cell communication",590,1407,1.18568548582537e-20
"88","GO:BP","GO:0009144","purine nucleoside triphosphate metabolic process",152,255,1.18568548582537e-20
"89","GO:BP","GO:0009117","nucleotide metabolic process",253,498,1.39713341551587e-20
"90","GO:BP","GO:0044087","regulation of cellular component biogenesis",430,965,2.02753189993753e-20
"91","GO:BP","GO:0032446","protein modification by small protein conjugation",386,846,2.02753189993753e-20
"92","GO:BP","GO:0051253","negative regulation of RNA metabolic process",606,1457,2.83556224376697e-20
"93","GO:BP","GO:0043687","post-translational protein modification",447,1013,2.88035856026052e-20
"94","GO:BP","GO:0019693","ribose phosphate metabolic process",202,375,4.05661822075445e-20
